0,1,2,3,4,5,6,7,8
0.7980672953254735,0.7520928270538779,0.7772091534213451,0.7694396648128766,0.27362834838234074,0.7980672953254735,0.783744188421501,0.76043730039466,2.8290034049730064
0.4478518578567007,0.2717451907666162,0.3916579425011201,0.2852688651054109,0.18583368897639999,0.4275776795211402,0.3931761306797013,0.30616229744450385,2.398683559976388
3.450100488523311,3.476255120202142,3.470641517416432,3.4894338863811782,3.6936759960929897,3.4853626135316764,3.4740946867718567,3.4659869984167897,3.45880599818897
4.342364940460279,4.362880146312796,4.385179283109004,4.409505614159413,2.5302286526115387,4.465456175575357,4.4978486058687945,4.533840195083727,4.574066088912182
4.767375518239878,4.829320317551521,4.818278943916628,4.805821531398731,4.7682096966586585,4.79264586254219,4.906720309233996,4.938625480002677,4.9263586964436605
4.784180274047362,4.815319616515605,4.848606499843728,4.884271017695295,4.55525557999209,4.963830326748775,5.008383539818729,5.056649520644507,5.109112543281224
4.725236675134498,4.718219845923329,4.768113574371464,4.776991659436159,4.72783655968801,4.857058573413749,4.880068632927149,4.855878529059962,4.842824650142326
4.9243614604214025,4.956917868312956,4.991509051697738,5.028331924333152,4.588131545618943,5.067609655144258,5.109596194976816,5.154581773368847,5.202899616826952
5.0281500868994415,5.011554880670888,4.993889015975974,5.040897293873023,4.9946840059742925,5.0110280146543165,5.056355041059415,5.01731192225917,5.426224693590023
5.761900276504287,5.780283933009133,5.799024553717964,5.818132637577943,5.764521418009982,5.837619099336141,5.8574952903295,5.877773020534848,5.8984645819688835
0.2826931893782527,0.2755791984125443,0.35622916165897367,0.37643715582682286,0.1776858051073269,0.27179625854436384,0.27076870025843014,0.2713148094024426,0.27662717096071815
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2.3705561718630075,2.3632262236958974,3.623135944726537,3.9099857017432864,3.1417690204027062,2.3600055187771423,2.652646087396809,3.0,2.945978614534936
2.5730852084050047,2.525792067975562,3.9957620994126786,4.029581940847926,3.851363004421796,2.474860993666931,3.8115556437626266,1.2758561246673008,3.456950223330157
3.5777020664813595,3.6796717741309046,4.7218287851303025,5.301089204193545,3.0065372962859827,3.5986543681890844,3.6803744546399813,3.7428951813701765,4.5772719444482615
4.447805834672248,4.48765955698373,4.575243411086646,4.575850268712423,3.569477186142499,4.533206668196853,4.5857610272889175,4.647074446229663,4.719535759523269
3.82734977237684,3.746392904162602,2.79307345254506,5.584094622961105,5.502373394196466,3.618064621789793,3.878893893619314,3.769254505634928,3.6471307751056963
4.470127613373228,4.502765908813927,3.532291477047724,4.609349090736841,4.568556003532767,4.579561898086153,4.625159516716539,4.676836817830974,4.735896590533187
5.317693848514973,5.344605891814598,4.794403785404716,4.7345745376303165,4.180974288878345,5.343383009314279,5.28572313100127,6.0246635940872135,6.04820159954542
