0,1,2,3,4,5
,1.6040612501939062,,,2.0302960035305686,1.6439847769280864
,2.416194581650062,,,2.4857513645796967,2.4736723664127798
,2.6186989607417424,,,1.01433906582905,1.028822318085001
,3.4700983238411816,,,2.4832501248733787,2.4808511171006256
,1.2695308156884089,,,1.0808346091221008,1.1525673138903445
,2.5911268852900857,,,2.486123625428973,2.4735416832362582
,1.4013551126357249,,,1.4234989083063272,0.7785265608976292
,3.4685060737573368,,,2.484944336484986,2.475889269719395
,,,0.1506799121647629,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,,,1.7601814506533275,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,,,0.3588798034600916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,,,1.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.1886657552973865,,1.28745696616033,1.4544638914054902,1.5167145426958857
,2.8199125699331082,,3.1166077081330785,2.4780598644930563,2.477627733635835
,2.081657648987807,,3.8636889318131793,0.9137402976286688,1.6502996953347289
,3.4877859009768803,,4.2091447599221725,2.462325641331626,2.4627887077358284
,1.1915680874918386,,1.1287228489172216,1.6810309203828342,0.7478834605047727
,2.559322665676957,,2.8266842548905062,2.4769279599877985,2.4772352677994247
,2.115281860988759,,2.9045243578295423,1.458828736651415,1.0018644244305728
,3.4895266568987675,,4.072007475627759,2.4641002492455093,2.464153921221329
,1.6578162691928102,,,1.909325682121816,1.9139455186463328
,2.5315839591002973,,,1.4798547773473487,2.0983875051787635
,2.720544380900254,,,2.4832878022656777,2.489468821233101
,3.4712676867836945,,,2.4883152921987035,2.4840800228690134
,1.5640097106625264,,,1.0245597176145858,1.4680508070840668
,1.6708449812176394,,,0.4425638889731864,1.0265130923413317
,2.4572371512990436,,,2.4830723568284205,2.489907743232743
,3.459811360471478,,,2.485313710418107,2.4910466685919666
,1.4384991965887857,,0.2036624223725428,0.6613758700918196,0.21003652747252693
0.0,0.0,0.0,0.0,0.0,0.0
,2.394843652676772,,1.9220723599467178,2.1757868820827966,2.1757868820827966
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.4264509484536565,,2.034568112619223,2.434188671647255,2.8742699137913776
,3.641395795376088,,3.424275815994522,3.8450219549544538,2.8482348758510585
,2.8906196678359004,,2.564862363452725,3.886310738688087,3.1347520267200286
,4.624957614427088,,4.4222718726884676,4.654355853034469,4.654355853034469
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,,,1.3269407977857095,0.0,0.0
,,,1.7757878419856163,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,,,0.5297219600215013,0.0,0.0
,,,1.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.5504985742516164,,0.24894409464585776,0.8018624160617935,0.515506493014814
,2.3920026402742565,,1.95863759918966,2.1733443046458567,2.1733443046458567
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.1922887840663936,,0.34009270362133964,0.9192966424429664,0.5677666957245181
,2.4841582587938267,,2.3026922158235283,2.3793187501458712,2.3793187501458712
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.4298532241476858,,1.1091352925951306,0.6476506126718542,1.4270648352585904
,2.0495673406960755,,2.580643719511118,1.2453175208061706,1.133139250797536
,2.6423898215210526,,2.500898569259631,2.4679679965609886,2.44163101041932
,3.4741316689878303,,4.2492584647960685,2.4527945960382933,2.4274257843279963
,1.2580269210474286,,1.8537871398488173,0.8510759124841171,1.5932021220642087
,2.733965383231713,,2.5141763593933173,1.1122057072294056,1.1986603732687648
,2.543600630307639,,3.012162455048616,2.4670826898364595,2.449430589581373
,3.4757312096414106,,4.06597576461296,2.4614883263268146,2.42302171849742
,1.913105862814936,,2.007322532803116,1.920982234815685,1.4362625602669172
,3.412515463326044,,2.771448367665159,2.869114229911055,3.495730199809926
,2.8719673413459126,,3.4998049159550315,3.2741666152638977,3.358658283756027
,4.644395727484357,,4.423856375223592,4.652195696662182,4.652195696662182
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.068453507776565,,0.7967576183854755,0.5896448909549971,0.9031518315818664
0.0,0.0,0.0,0.0,0.0,0.0
,2.4813681860605104,,2.2992707756345108,2.3816874518525686,2.3816874518525686
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,0.3350908854178534,,,1.070502269696079,0.4136985661257602
,2.035120445494192,,,1.96,2.174942748299147
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,0.6398492996950136,,,0.2504027977431258,0.6014068320111139
,1.6,,,1.96,2.1749427244230164
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.4831014596684968,0.8602139835060909,,1.426109869106368,0.9400421726607184
