0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8
0.0,0.0,0.0,0.0,0.0,0.0,0.9999999991808,0.0,1.79999981568
2.420479251171592,1.9519992511715842,2.799330502864338,2.4204799940093733,1.8,2.436095999990416,2.439843839999997,2.4204800000000004,2.3176192
2.4398708735999084,2.4399772057600004,2.9317754696201535,2.42837504,1.8,2.4238592000000003,2.4367680958580658,2.3818752,2.4363038474240004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9452088745342824,2.9507548459788056,2.439999999999995,2.9519577895812983,2.439999999999995,2.9518081603695845,2.925607670041516,2.9472299108505515,2.951962097824627
2.9492259038408752,2.951690791800836,2.4400000000000004,2.8637286166759868,2.4400000000000004,2.9512280676393137,2.9497871600713323,2.8636557531248976,2.8637192422183166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7994239868928001,1.43999967232,2.4204610957475845,2.420461279625872,1.7971199999958056,1.7856,1.4400000000000002,1.0,1.7855999999999934
1.7999999931777024,1.7999999992070144,2.439999980588853,2.4399999996579353,1.7999991603199934,1.7999999008768002,1.7999999999980605,1.0,1.7994752
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.438883328,1.9519994626042327,1.8,2.947274845268669,2.3423999991401674,2.436095999993067,1.9519999999931217,2.4398438400000004,1.951999999999989
2.437891764013956,2.4369627135296703,1.8,2.951947392705936,2.4395215667059342,2.4399989411938043,2.357616638241748,2.3818752000000005,2.436769153021153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.918042805973576,2.4399999999998725,2.9215114963882227,2.9270112110118047,2.4399999999998725,2.9281179712432244,2.9283311244704966,2.947274498168516,2.9510442738591802
2.8682444798648734,2.439999999991555,2.9388866126935764,2.5106432000000005,2.4399999999982303,2.934345711082213,2.9343452852594485,2.876097233386792,2.941487068386025
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8
0.0,0.0,0.0,0.0,0.0,0.99999744,0.0,0.0,1.7999769600000002
2.412083199999997,2.9099547200058185,2.340065279951648,1.951533055999891,1.8,2.4360959940231166,2.420479998804624,2.3423999988046242,2.436095999999985
2.3009280000000003,2.9495124941710387,2.4395350016000004,2.3818752,1.8,2.4399910934151143,2.439777484798088,2.3990784000000005,2.4318156800000006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4120831999996133,1.8,2.3333478399996133,2.7086328580426864,2.4360958487516347,2.4392191937080843,2.439843839758004,2.4360959999903207,2.342399999951601
2.1493759999999997,1.8,2.4269172736000004,2.9156351829741123,2.370662399999997,2.4392599306240004,2.436299647070081,2.03648,2.4397001523200004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.799423999475712,2.2397952000000005,1.785599999475712,2.4181452800000005,1.7279999999999665,1.7855999999983223,1.7279999999998323,1.0,1.7971199999991612
1.7999999999936562,2.439999927437229,1.7999999932783657,2.439999999841388,1.7999999999987313,1.7999999999252891,1.7999958015790285,1.0,1.79999999999957
