0,1,2,3,4,5
0.0,0.0,0.0,0.0,0.0,0.0
,1.96875,,1.875,1.9294654975276058,1.9375
0.0,0.0,0.0,0.0,0.0,0.0
,1.96875,,1.875,1.9297698911304537,1.9375
0.0,0.0,0.0,0.0,0.0,0.0
,1.860312821648232,,,1.929672946819867,1.9375
0.0,0.0,0.0,0.0,0.0,0.0
,2.9303353048221714,,,1.9299858158924152,1.9375
,0.0,,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,,,0.0,0.0,0.0
,,,0.0,0.0,0.0
,,,1.5,0.0,0.0
,,,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.875,,1.875,1.8561417702284198,1.928013192650655
0.0,0.0,0.0,0.0,0.0,0.0
,1.875,,1.875,1.856057050878551,1.9278802656501266
0.0,0.0,0.0,0.0,0.0,0.0
,1.9276836239593345,,1.7125814884110602,1.8558232130474481,1.9277931826924208
0.0,0.0,0.0,0.0,0.0,0.0
,2.963847933900416,,3.463968212123276,1.8561578364208806,1.928016114356825
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.96875,,1.875,1.9062304688107197,1.9375
,1.96875,,1.875,1.9062302941329001,1.9375
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.8124613852297713,,,1.9062283421870374,1.9375
,2.9062356915133876,,,1.9062306390125083,1.9375
,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,1.9062319345361427,,1.75,1.875,1.875
,1.9062320306753686,,1.75,1.875,1.875
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,0.5,,0.71875,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,3.8632789163366037,,3.731958797329675,3.8659676394955107,3.8659676394955107
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,0.0,,0.0,0.0,0.0
,,,0.0,0.0,0.0
