time_steps,avg_cost,max_avg_cost,min_avg_cost
77910000.0,2.7535000000000003,3.66,1.92
78010000.0,2.739,3.43,2.13
78110000.0,2.7876,3.61,2.06
78210000.0,2.7593,3.23,2.0
78310000.0,2.7836000000000003,3.64,2.12
78410000.0,2.8053,3.3,1.89
78510000.0,2.7895,3.33,2.28
78610000.0,2.7945,3.28,2.15
78710000.0,2.7395,3.23,2.23
78810000.0,2.8011,3.21,2.2
78910000.0,2.7322,3.79,2.04
79010000.0,2.7546,3.21,2.28
79110000.0,2.8045,3.75,2.17
79210000.0,2.7873,3.21,2.38
79310000.0,2.7831,3.18,2.24
79410000.0,2.7564,3.27,1.36
79510000.0,2.7202,3.17,1.77
79610000.0,2.7901,3.38,2.07
79710000.0,2.7689,3.21,2.2
79810000.0,2.8302,3.53,1.97
79910000.0,2.7623,3.45,2.19
80010000.0,2.7514,3.62,2.15
80110000.0,2.7226,3.24,2.12
80210000.0,2.7145,3.28,2.16
80310000.0,2.7561,3.22,2.11
80410000.0,2.742,3.21,1.9
80510000.0,2.7682,3.33,1.85
80610000.0,2.7779000000000003,3.32,1.98
80710000.0,2.7555,3.21,1.78
80810000.0,2.7793,3.18,1.99
80910000.0,2.7425,3.28,1.71
81010000.0,2.7519,3.3,2.06
81110000.0,2.7759,3.22,2.02
81210000.0,2.8532,3.28,2.12
81310000.0,2.7029,3.13,1.88
81410000.0,2.7631,3.17,2.09
81510000.0,2.7247000000000003,3.15,2.14
81610000.0,2.7802,3.25,1.85
81710000.0,2.7201,3.22,1.97
81810000.0,2.7908,3.3,2.25
81910000.0,2.7973000000000003,3.26,2.29
82010000.0,2.7924,3.27,2.21
82110000.0,2.833,3.28,2.1
82210000.0,2.7695,3.16,2.19
82310000.0,2.7738,3.2,2.33
82410000.0,2.7567000000000004,3.21,1.85
82510000.0,2.7654,3.23,2.22
82610000.0,2.7801,3.3,2.29
82710000.0,2.7467,3.24,2.13
82810000.0,2.7404,3.24,2.08
82910000.0,2.7889999999999997,3.27,1.92
83010000.0,2.803,3.22,2.18
83110000.0,2.7455000000000003,3.28,2.22
83210000.0,2.747,3.25,2.12
83310000.0,2.7702,3.3,2.17
83410000.0,2.7230000000000003,3.31,1.73
83510000.0,2.7509,3.17,2.24
83610000.0,2.7448,3.21,2.14
83710000.0,2.7438,3.23,2.02
83810000.0,2.7491000000000003,3.34,2.1
83910000.0,2.7006,3.21,2.05
84010000.0,2.7387,3.25,2.25
84110000.0,2.7028,3.3,2.15
84210000.0,2.718,3.18,1.98
84310000.0,2.7757,3.33,2.22
84410000.0,2.7291000000000003,3.26,1.64
84510000.0,2.719,3.18,1.91
84610000.0,2.702,3.26,2.19
84710000.0,2.7392000000000003,3.32,2.21
84810000.0,2.7303,3.22,1.98
84910000.0,2.7667,3.24,2.32
85010000.0,2.7691000000000003,3.22,2.14
85110000.0,2.7334,3.2,2.13
85210000.0,2.7332,3.28,2.16
85310000.0,2.753,3.41,2.01
85410000.0,2.7373000000000003,3.12,2.02
85510000.0,2.6679000000000004,3.15,1.98
85610000.0,2.7514,3.26,1.81
85710000.0,2.7728,3.28,2.24
85810000.0,2.7793,3.31,2.26
85910000.0,2.7745,3.25,2.13
86010000.0,2.7476,3.27,2.11
86110000.0,2.765,3.27,2.2
86210000.0,2.7866000000000004,3.19,2.12
86310000.0,2.7558,3.15,2.13
86410000.0,2.7312,3.26,2.18
86510000.0,2.7729000000000004,3.23,2.06
86610000.0,2.717,3.29,1.61
86710000.0,2.7558,3.26,2.03
86810000.0,2.7422000000000004,3.26,2.13
86910000.0,2.7228,3.3,2.15
87010000.0,2.7317,3.38,1.99
87110000.0,2.6573,3.25,1.72
87210000.0,2.7583,3.2,2.15
87310000.0,2.7128,3.19,2.1
87410000.0,2.7318,3.2,1.67
87510000.0,2.6711,3.16,2.17
87610000.0,2.6656,3.2,2.11
87710000.0,2.7535000000000003,3.63,2.13
87810000.0,2.6701,3.13,1.74
87910000.0,2.775,3.23,1.95
88010000.0,2.6899,3.34,2.03
88110000.0,2.721,3.36,1.44
88210000.0,2.7373000000000003,3.29,2.17
88310000.0,2.7531,3.32,2.15
88410000.0,2.7676,3.21,2.13
88510000.0,2.7742,3.22,2.27
88610000.0,2.7721,3.27,2.12
88710000.0,2.7602,3.28,2.17
88810000.0,2.7925,3.22,2.09
88910000.0,2.6771,3.22,1.75
89010000.0,2.7488,3.16,1.96
89110000.0,2.7373000000000003,3.33,2.13
89210000.0,2.7426,3.28,2.08
89310000.0,2.7028,3.22,2.13
89410000.0,2.7106,3.26,2.0
89510000.0,2.7303,3.23,1.96
89610000.0,2.7221,3.2,2.23
89710000.0,2.7453,3.24,1.99
89810000.0,2.7298,3.27,1.88
89910000.0,2.7073,3.29,2.16
90010000.0,2.6993,3.25,1.76
90110000.0,2.6858,3.34,2.0
90210000.0,2.7566,3.26,2.04
90310000.0,2.7303,3.3,2.1
90410000.0,2.7239,3.2,1.75
90510000.0,2.7119,3.23,1.87
90610000.0,2.7532,3.3,1.88
