time_steps,avg_cost,max_avg_cost,min_avg_cost
90710000.0,2.7368,3.19,1.84
90810000.0,2.7797,3.29,2.01
90910000.0,2.7785,3.3,1.95
91010000.0,2.7184,3.27,1.71
91110000.0,2.7109,3.33,2.04
91210000.0,2.7189,3.22,1.84
91310000.0,2.7489999999999997,3.38,2.07
91410000.0,2.6885000000000003,3.27,1.91
91510000.0,2.6709,3.22,1.98
91610000.0,2.6935,3.14,1.84
91710000.0,2.6886,3.21,1.94
91810000.0,2.695,3.37,1.97
91910000.0,2.7526,3.2,2.13
92010000.0,2.7081,3.25,2.16
92110000.0,2.7315,3.14,2.13
92210000.0,2.7257,3.32,1.96
92310000.0,2.7611000000000003,3.26,1.87
92410000.0,2.6817,3.28,1.98
92510000.0,2.6336,3.11,2.01
92610000.0,2.7186000000000003,3.18,2.09
92710000.0,2.7543,3.3,2.12
92810000.0,2.6866000000000003,3.15,2.05
92910000.0,2.6591000000000005,3.13,2.14
93010000.0,2.7447000000000004,3.22,2.0
93110000.0,2.6794,3.28,1.46
93210000.0,2.6848,3.31,1.68
93310000.0,2.6762,3.17,1.97
93410000.0,2.7689,3.31,2.18
93510000.0,2.6956,3.17,1.9
93610000.0,2.7310000000000003,3.19,2.06
93710000.0,2.6185,3.2,1.76
93810000.0,2.6785,3.26,1.69
93910000.0,2.7266000000000004,3.31,1.91
94010000.0,2.6727,3.24,2.1
94110000.0,2.7562,3.39,2.06
94210000.0,2.6497,3.15,1.5
94310000.0,2.6852,3.22,2.11
94410000.0,2.7271,3.34,1.99
94510000.0,2.6675,3.3,2.25
94610000.0,2.6814,3.3,2.19
94710000.0,2.6645,3.18,2.09
94810000.0,2.7065,3.25,1.79
94910000.0,2.6473,3.29,1.4
95010000.0,2.6460000000000004,3.21,1.89
95110000.0,2.6059,3.13,1.89
95210000.0,2.6367000000000003,3.25,1.83
95310000.0,2.6359,3.32,1.66
95410000.0,2.6463,3.71,2.1
95510000.0,2.6221,3.29,1.09
95610000.0,2.6131,3.28,1.6
95710000.0,2.6796,3.27,1.97
95810000.0,2.7137,3.7,1.94
95910000.0,2.739,3.33,2.01
96010000.0,2.7249,3.27,1.86
96110000.0,2.6768,3.33,1.82
96210000.0,2.7395,3.21,2.2
96310000.0,2.7202,3.17,2.02
96410000.0,2.6889,3.24,2.0
96510000.0,2.7427,3.24,2.28
96610000.0,2.7267,3.66,2.07
96710000.0,2.7164,3.46,1.94
96810000.0,2.7272000000000003,3.22,1.97
96910000.0,2.7253,3.2,1.99
97010000.0,2.7148000000000003,3.25,1.79
97110000.0,2.7083,3.64,1.78
97210000.0,2.7585,3.3,2.09
97310000.0,2.7026,3.21,2.0
97410000.0,2.7426,3.16,2.11
97510000.0,2.7349,3.31,2.04
97610000.0,2.7212,3.34,1.88
97710000.0,2.7438,3.22,2.14
97810000.0,2.7015,3.26,2.01
97910000.0,2.7331,3.25,1.78
98010000.0,2.7331,3.28,2.1
98110000.0,2.7358,3.26,2.13
98210000.0,2.674,3.26,2.0
98310000.0,2.773,3.22,1.99
98410000.0,2.7059,3.26,2.06
98510000.0,2.7097,3.19,2.21
98610000.0,2.6812,3.15,2.0
98710000.0,2.6747,3.14,1.93
98810000.0,2.6745,3.28,2.16
98910000.0,2.6599,3.32,1.74
99010000.0,2.7066000000000003,3.35,2.12
99110000.0,2.6973000000000003,3.33,2.03
99210000.0,2.6612,3.42,2.03
99310000.0,2.6988,3.19,1.99
99410000.0,2.7008,3.21,2.11
99510000.0,2.7142,3.22,1.79
99610000.0,2.7219,3.32,1.95
99710000.0,2.6584,3.17,1.99
99810000.0,2.6549,3.28,1.82
99910000.0,2.6841000000000004,3.19,2.04
100010000.0,2.7087,3.18,1.91
100110000.0,2.64,3.22,2.06
100210000.0,2.6781,3.24,1.89
100310000.0,2.6489,3.22,1.55
100410000.0,2.6825,3.26,1.86
100510000.0,2.6536,3.18,2.07
100610000.0,2.7244,3.21,1.95
100710000.0,2.6585,3.32,1.81
100810000.0,2.6981,3.22,1.85
100910000.0,2.7511,3.22,2.08
101010000.0,2.7273,3.24,1.99
101110000.0,2.7207,3.19,1.81
101210000.0,2.6721,3.23,1.97
101310000.0,2.6838,3.42,2.01
101410000.0,2.7346,3.49,2.06
101510000.0,2.6826,3.2,1.85
101610000.0,2.6581,3.17,1.88
101710000.0,2.7298,3.17,2.01
101810000.0,2.6787,3.14,2.15
101910000.0,2.7208,3.24,2.25
102010000.0,2.6818,3.21,2.05
102110000.0,2.661,3.15,1.9
102210000.0,2.7098,3.33,1.9
102310000.0,2.6967000000000003,3.17,1.95
102410000.0,2.7146,3.27,2.0
102510000.0,2.7214,3.32,2.12
102610000.0,2.7026,3.3,2.26
102710000.0,2.6902,3.22,1.78
102810000.0,2.6958,3.26,1.97
102910000.0,2.7276,3.19,2.0
103010000.0,2.7107,3.19,2.03
103110000.0,2.7452,3.23,2.25
103210000.0,2.7158,3.24,2.03
103310000.0,2.6774,3.13,1.95
103410000.0,2.7430000000000003,3.25,2.03
103510000.0,2.747,3.24,1.98
103610000.0,2.6403,3.1,1.46
103710000.0,2.6273,3.17,2.06
103810000.0,2.7221,3.26,1.94
103910000.0,2.6716,3.18,1.96
104010000.0,2.6607,3.28,2.01
104110000.0,2.6573,3.3,1.9
104210000.0,2.6697,3.18,2.11
104310000.0,2.6202,3.2,2.08
104410000.0,2.6866000000000003,3.24,1.88
104510000.0,2.6216000000000004,3.09,1.89
104610000.0,2.6329,3.21,1.86
104710000.0,2.6899,3.15,2.04
104810000.0,2.7037,3.24,2.08
104910000.0,2.6457,3.28,2.1
105010000.0,2.6474,3.32,2.12
105110000.0,2.6657,3.23,1.95
105210000.0,2.7116,3.28,1.94
105310000.0,2.7131,3.31,1.8
105410000.0,2.7245,3.31,2.08
105510000.0,2.6705,3.21,2.07
105610000.0,2.68,3.31,2.0
105710000.0,2.6666000000000003,3.28,2.02
105810000.0,2.6632,3.28,2.05
105910000.0,2.6653,3.24,2.04
106010000.0,2.645,3.13,1.52
106110000.0,2.6829,3.25,1.92
106210000.0,2.7152,3.23,1.84
106310000.0,2.7247000000000003,3.72,2.07
106410000.0,2.6807,3.31,2.01
106510000.0,2.6489,3.2,2.11
106610000.0,2.6374,3.27,2.06
106710000.0,2.7001,3.25,2.03
106810000.0,2.6531,3.19,2.01
106910000.0,2.6502,3.29,2.0
107010000.0,2.6523000000000003,3.29,2.09
107110000.0,2.6533999999999995,3.21,1.78
107210000.0,2.6479000000000004,3.1,2.17
107310000.0,2.6696,3.27,1.83
107410000.0,2.6275,3.26,1.87
107510000.0,2.6164,3.8,1.87
107610000.0,2.6386000000000003,3.14,1.93
107710000.0,2.6517,3.32,1.76
107810000.0,2.6691000000000003,3.24,2.19
107910000.0,2.6481,3.23,1.96
108010000.0,2.6829,3.21,1.97
108110000.0,2.6546,3.29,1.88
108210000.0,2.657,3.28,2.07
108310000.0,2.6663,3.3,1.87
108410000.0,2.6634,3.26,1.76
108510000.0,2.6171,3.2,1.49
108610000.0,2.6169,3.13,2.07
108710000.0,2.6601,3.15,1.87
108810000.0,2.6874,3.23,2.09
108910000.0,2.6343,3.18,2.08
109010000.0,2.6799,3.23,1.88
109110000.0,2.6663,3.17,2.03
109210000.0,2.6637,3.15,1.84
109310000.0,2.6471,3.13,1.48
109410000.0,2.6484,3.12,2.06
109510000.0,2.657,3.1,1.88
109610000.0,2.6117000000000004,3.25,1.78
109710000.0,2.6207,3.3,1.86
109810000.0,2.5997000000000003,3.26,2.06
109910000.0,2.6177,3.45,1.95
110010000.0,2.5712,3.06,1.67
110110000.0,2.5886,3.13,1.75
110210000.0,2.6094,3.25,1.74
110310000.0,2.5892,3.14,1.94
110410000.0,2.634,3.08,1.61
110510000.0,2.6471,3.22,2.16
110610000.0,2.6212,3.2,1.79
110710000.0,2.6821,3.22,1.69
110810000.0,2.6919,3.21,1.92
110910000.0,2.6698000000000004,3.22,1.97
111010000.0,2.6311,3.14,1.88
111110000.0,2.5604,3.09,1.79
111210000.0,2.667,3.09,2.03
111310000.0,2.6238,3.19,1.83
111410000.0,2.7072000000000003,3.23,2.07
111510000.0,2.6595,3.39,1.91
111610000.0,2.6186000000000003,3.37,1.45
111710000.0,2.6205000000000003,3.09,1.85
111810000.0,2.7143,3.33,1.9
111910000.0,2.6715,3.16,1.91
112010000.0,2.685,3.18,1.75
112110000.0,2.7155,3.86,1.95
112210000.0,2.7333,3.67,1.96
112310000.0,2.6069,3.17,2.02
112410000.0,2.5942000000000003,3.16,1.72
112510000.0,2.639,3.7,2.09
112610000.0,2.608,3.3,1.88
112710000.0,2.647,3.18,2.07
112810000.0,2.6286,3.14,2.0
112910000.0,2.6403,3.05,1.53
113010000.0,2.5769,3.11,1.93
113110000.0,2.6047,3.11,1.78
113210000.0,2.6555,3.11,2.0
113310000.0,2.5886,3.25,1.98
113410000.0,2.6028,3.26,2.07
113510000.0,2.6318,3.23,1.94
113610000.0,2.6403,3.18,1.96
113710000.0,2.6525,3.3,1.83
113810000.0,2.5897,3.14,1.55
113910000.0,2.6251,3.25,2.03
114010000.0,2.6176,3.15,1.73
114110000.0,2.6328,3.16,2.03
114210000.0,2.6407,3.3,1.97
114310000.0,2.6397000000000004,3.25,1.82
114410000.0,2.6217,3.2,1.87
114510000.0,2.6503,3.32,2.12
114610000.0,2.6166,3.62,1.94
114710000.0,2.6074,3.26,1.99
114810000.0,2.6101,3.25,2.03
114910000.0,2.5897,3.22,1.93
115010000.0,2.5685,3.04,1.98
115110000.0,2.5528,3.58,1.84
115210000.0,2.5656,3.18,1.74
115310000.0,2.6256,3.14,2.09
115410000.0,2.5626,3.25,1.92
115510000.0,2.6098000000000003,3.54,2.0
115610000.0,2.6124,3.15,1.92
115710000.0,2.559,3.18,1.83
115810000.0,2.6136,3.24,1.62
115910000.0,2.6039,3.21,1.76
116010000.0,2.628,3.25,1.99
116110000.0,2.5698000000000003,3.04,1.86
116210000.0,2.612,3.27,1.98
116310000.0,2.6044,3.14,1.64
116410000.0,2.6304000000000003,3.29,1.94
116510000.0,2.6688,3.3,1.56
116610000.0,2.6176,3.15,1.8
116710000.0,2.6454000000000004,3.3,2.04
116810000.0,2.5969,3.06,1.94
116910000.0,2.6214,3.2,1.8
117010000.0,2.5666,3.14,1.76
117110000.0,2.5898000000000003,3.22,1.7
117210000.0,2.6613,3.38,1.84
117310000.0,2.5996,3.15,1.89
117410000.0,2.6485000000000003,3.22,1.62
117510000.0,2.6199,3.25,1.91
117610000.0,2.6552999999999995,3.69,1.85
117710000.0,2.6273,3.21,2.11
117810000.0,2.6387,3.29,1.57
117910000.0,2.662,3.21,1.63
118010000.0,2.6295,3.37,2.06
118110000.0,2.5998,3.23,1.66
118210000.0,2.6138,3.33,1.94
118310000.0,2.5884,3.36,2.06
118410000.0,2.5981,3.18,1.74
118510000.0,2.6094,3.23,1.84
118610000.0,2.5927,3.05,2.12
118710000.0,2.6105,3.05,1.89
118810000.0,2.5925,3.25,1.93
118910000.0,2.635,3.18,2.14
119010000.0,2.6112,3.16,2.03
119110000.0,2.6442,3.34,1.81
119210000.0,2.6788,3.35,1.75
119310000.0,2.6374,3.09,1.83
119410000.0,2.6,3.31,1.88
119510000.0,2.6319999999999997,3.73,1.91
119610000.0,2.6741,3.24,1.9
119710000.0,2.6247000000000003,3.17,2.06
119810000.0,2.5802,3.14,1.76
119910000.0,2.6173,3.16,2.02
120010000.0,2.6406,3.05,2.06
120110000.0,2.6745,3.14,1.73
120210000.0,2.6688,3.24,1.67
120310000.0,2.6554,3.17,2.08
120410000.0,2.5981,3.09,1.85
120510000.0,2.6043000000000003,3.18,1.84
120610000.0,2.5911,3.18,2.03
120710000.0,2.5617,2.97,1.74
120810000.0,2.6082,3.23,1.77
120910000.0,2.6191000000000004,3.13,2.05
121010000.0,2.6565,3.22,1.93
121110000.0,2.6465,3.2,1.97
121210000.0,2.6293,3.2,2.08
121310000.0,2.6059,3.13,1.87
121410000.0,2.6533,3.27,2.18
121510000.0,2.6099,3.25,2.15
121610000.0,2.5988,3.22,1.82
121710000.0,2.6109,3.19,1.74
121810000.0,2.5869,3.33,1.77
121910000.0,2.6257,3.16,1.85
122010000.0,2.6642,3.27,2.02
122110000.0,2.6145,3.28,1.71
122210000.0,2.5955,3.21,2.02
122310000.0,2.6078,3.23,1.8
122410000.0,2.5779,3.25,1.9
122510000.0,2.6471,3.39,1.83
122610000.0,2.5918,3.23,2.08
122710000.0,2.6262,3.31,1.9
122810000.0,2.5813,3.33,1.77
122910000.0,2.5767,3.25,1.75
123010000.0,2.6078,3.22,1.9
123110000.0,2.6009,3.15,1.86
123210000.0,2.5868,3.25,1.79
123310000.0,2.5780000000000003,3.18,1.78
123410000.0,2.5863,3.07,1.75
123510000.0,2.5822000000000003,3.11,1.79
123610000.0,2.583,3.14,1.79
123710000.0,2.5551,3.13,1.59
123810000.0,2.5982,3.31,1.73
123910000.0,2.6608,3.15,1.92
124010000.0,2.5967,3.28,1.92
124110000.0,2.6391000000000004,3.12,1.57
124210000.0,2.582,3.11,1.99
124310000.0,2.6176,3.22,1.92
124410000.0,2.5438,3.16,1.78
124510000.0,2.5858,3.38,1.98
124610000.0,2.5407,3.27,1.62
124710000.0,2.5854000000000004,3.12,1.93
124810000.0,2.5504,3.06,2.05
124910000.0,2.5592,3.03,1.95
125010000.0,2.6291,3.34,1.93
125110000.0,2.5702,3.39,2.07
125210000.0,2.5436,3.16,1.65
125310000.0,2.6034,3.15,1.97
125410000.0,2.6437,3.26,2.02
125510000.0,2.6017,3.09,1.84
125610000.0,2.5773,3.25,1.83
125710000.0,2.5845,3.29,2.0
125810000.0,2.5699,3.29,1.65
125910000.0,2.5596,3.35,1.9
126010000.0,2.5729,3.23,1.73
126110000.0,2.5381,3.14,1.82
126210000.0,2.6006,3.26,1.85
126310000.0,2.5882,3.19,1.94
126410000.0,2.5162,3.01,1.67
126510000.0,2.5334,3.02,1.85
126610000.0,2.5999,3.16,1.95
126710000.0,2.5915,3.34,1.95
126810000.0,2.5756,3.3,1.94
126910000.0,2.5674,3.02,2.0
127010000.0,2.5912,3.14,1.81
127110000.0,2.5785,2.98,1.82
127210000.0,2.5667,3.23,1.75
127310000.0,2.5545,3.02,1.73
127410000.0,2.5881,3.23,2.01
127510000.0,2.608,3.28,1.94
127610000.0,2.5202,3.22,1.79
127710000.0,2.555,3.15,1.85
127810000.0,2.5437,3.0,1.85
127910000.0,2.5718,3.32,1.7
128010000.0,2.6468000000000003,3.31,1.87
128110000.0,2.5795,3.24,1.98
128210000.0,2.5763,3.18,1.83
128310000.0,2.654,3.23,1.78
128410000.0,2.6971,3.21,1.96
128510000.0,2.6315,3.27,1.91
128610000.0,2.5394,3.15,1.93
128710000.0,2.5604,3.16,1.83
128810000.0,2.6029,3.22,2.08
128910000.0,2.5798,3.32,1.87
129010000.0,2.6515,3.27,1.83
129110000.0,2.5849,3.16,1.67
129210000.0,2.6013,3.22,1.85
129310000.0,2.5901,3.23,1.25
129410000.0,2.5881,3.34,1.94
129510000.0,2.6283,3.34,2.01
129610000.0,2.6460000000000004,3.19,2.01
129710000.0,2.6257,3.39,1.99
129810000.0,2.5557,3.07,1.54
129910000.0,2.5478,3.14,1.9
130010000.0,2.5447,3.02,1.59
130110000.0,2.5877,3.07,1.92
130210000.0,2.5413,3.08,1.94
130310000.0,2.5872,3.11,2.12
130410000.0,2.6014,3.18,1.79
130510000.0,2.5789999999999997,3.14,1.8
130610000.0,2.5358,3.03,1.92
130710000.0,2.548,3.24,1.69
130810000.0,2.5614,3.21,1.72
130910000.0,2.5424,3.21,1.87
131010000.0,2.546,2.97,1.95
131110000.0,2.5164,2.99,1.7
131210000.0,2.5035,2.99,1.68
131310000.0,2.5194,3.18,1.52
131410000.0,2.5079,3.13,1.74
131510000.0,2.5318,3.14,1.85
131610000.0,2.5445,3.21,1.74
131710000.0,2.5509,3.25,1.85
131810000.0,2.5307,3.17,1.86
131910000.0,2.5244,3.01,1.95
132010000.0,2.5513,3.26,1.46
132110000.0,2.5466,3.25,1.73
132210000.0,2.5729,3.35,1.8
132310000.0,2.5780000000000003,3.23,1.78
132410000.0,2.5693,3.11,1.84
132510000.0,2.5959,3.3,1.87
132610000.0,2.6003,3.31,1.69
132710000.0,2.5363,3.17,1.82
132810000.0,2.5176,3.31,1.83
132910000.0,2.563,3.25,1.7
133010000.0,2.5744,3.27,1.23
133110000.0,2.5998,3.25,1.82
133210000.0,2.5474,3.07,1.92
133310000.0,2.5729,3.06,1.75
133410000.0,2.5452,3.28,1.65
133510000.0,2.56,3.12,1.88
133610000.0,2.5689,3.02,1.7
133710000.0,2.6175,3.06,1.91
133810000.0,2.5364,3.16,1.65
133910000.0,2.589,3.29,1.95
134010000.0,2.5579,3.29,2.01
134110000.0,2.5458000000000003,3.32,1.98
134210000.0,2.5334,3.19,1.74
134310000.0,2.5766000000000004,3.29,1.84
134410000.0,2.5396,3.05,1.85
134510000.0,2.5536000000000003,3.31,1.8
134610000.0,2.553,3.26,1.86
134710000.0,2.5382,2.98,1.86
134810000.0,2.4942,3.06,1.83
