iters,score
0.0,0.7722
20000.0,0.0255
40000.0,0.0244
60000.0,0.0206
80000.0,0.0202
100000.0,0.0234
120000.0,0.0186
140000.0,0.0203
160000.0,0.022400000000000003
180000.0,0.0198
200000.0,0.0171
220000.0,0.0195
240000.0,0.0197
260000.0,0.0167
280000.0,0.0195
300000.0,0.0193
320000.0,0.0192
