0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0.0,0.0,0.4,,0.4,0.4,0.8,,1.056,1.056,1.950353408,2.0799658700220216,,2.141885354840029,1.4922176031174543,1.4399999999998994,,1.9917295446305736,1.9520000000000004,1.9520000000000004,0.0,1.3836564581562305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0329373384302976,,2.5465229513895498,,2.7509707644656602,,1.8,,2.7418045002575213,,,,,,,,,,2.4400000000000004,,2.787743728656625,2.760705504286437,2.787744324353748,2.4400000000000004,1.8,,2.812181178087834,2.209141099598092,2.209141099598092,2.64910060888715,,2.6871245748862704,2.209141099598092,1.8,,2.6850785296384467,,,2.4400000000000004,2.209141099598092,2.4400000000000004,,1.8,,2.8451466567664183,2.209141099598092,2.209141099598092,2.6491008614024096,,2.68709328714578,2.209141099598092,1.8,,2.7479461155372,2.6335999840311537,2.6399897271269257,3.439733332465837,2.87719594563631,2.8876938678601274,2.2807989625566263,2.6991994701015023,1.4998668701669742,3.4399924485261075,2.2563768651758886,2.2563768651758886,2.6827531136584466,,2.614665744305082,2.2563768651758886,1.8,,2.740266503061457,,,,,,,2.2996670722047994,1.2361079976729363,2.8868624674086028
0.8,1.893632,1.9677696,,2.1776690610176006,1.7061392187392004,1.4399999999874171,,2.069024087051939,0.0,0.0,0.0,,2.042971505826688,1.506559994545308,0.0,,0.0,1.9520000000000004,0.0,2.2945709722704075,1.3836564581562305,1.383708669991253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.141422873478401,2.1394155776032378,2.5820340672628164,,2.7944105580257905,2.128765978475989,1.799982066787435,,2.683167152918387,1.9783091483812647,1.9355699682791585,2.5136165662697683,,2.512555156670417,2.152039826542437,1.7999523443613041,,2.3963778706253773,2.4399113241233086,2.439927708129083,2.8074348790869035,2.59973352754499,2.8578602389978265,2.4399310559805927,1.7999720444849232,,2.590907889881869,2.4398799494733026,2.4398799494762367,2.8099499266713117,,2.574506814761888,2.228181835549679,1.7999759690322614,,2.2612688773010228,,,2.439967246967921,2.2274851253917203,2.4399668346718943,,1.7999767630772587,,2.497144006174191,2.3467966402220464,2.3113425932198086,2.747510972779426,,2.716745995155296,2.3097293318394656,1.7999767618064522,,2.468251895202477,2.799945351168,2.799945351168,3.439899704301828,3.4399110492739324,3.4399114187271884,2.799945351168,3.43991367371895,1.9999744,3.439928754340004,2.2383941059500763,2.2383941081730567,2.799623025912344,,2.4786215289459936,2.2383941092887416,1.799976920361304,,2.7524406692817287,,,,,,,3.5999538937771445,3.4395379226575566,4.751545716552379
0.0,0.0,0.4,,0.4,1.8040598593536001,0.0,0.0,0.0,1.2974804172902128,0.0,0.0,,1.3765329287738055,1.2974804172902128,0.0,1.2974924130516072,1.2974924130516072,0.0,2.021625859496884,0.0,2.007751686773935,2.24245858922328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.56643225698466,,2.474674869790208,,2.747946115537334,2.5660695541641103,2.5660695541641103,2.5660695541641103,2.5660695541641103,,,,,,,,,,2.541746540580619,,2.8467792683588,2.5031898108455475,2.8181276538356603,2.5592293252198504,2.5584681981689164,2.539178534482462,2.539178532430684,2.5335708741368714,2.5335708741368714,2.294309686197246,,2.7402665025090767,2.5336375542949114,2.5336375542949114,2.5336375542949114,2.5336375542949114,,,2.72487488672857,2.5336375542949114,2.8201868533030074,,,,,2.5336375542949114,2.5336375542949114,2.2943246808989883,,2.74026650249518,2.762816255660001,2.762816255660001,2.762816255660001,2.762816255660001,2.6267734403507395,2.638888759763092,2.632191019228787,2.09683245005104,3.4399999873682314,3.277606961382383,3.538023597718607,3.536108172744424,3.5361081648539665,2.4723175335013026,2.4723175335013026,2.324660594660144,,2.679441268336592,2.447135324684365,2.447135324684365,2.447135324684365,2.447135324684365,,,4.732234597921953,4.223287156462591,4.254009828246831,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7988908936477324,2.803727360815869,2.3787163984631032,,1.9358102796225432,2.5754238538254515,2.576015849392755,2.5759410190248064,2.5763231876370063,2.5767588654770908,2.57454808011564,2.5656001601193053,,2.3930850518309827,2.5743468020794262,2.584774824564632,2.5755276351316936,2.5755276351316936,2.5828212752110082,2.5811990760241565,2.607106332185331,1.9942745650256481,2.560789016241183,2.5315201774053846,2.5311341243088425,2.5311341243088425,2.5311374011088428,2.682393710073669,2.681809644523835,2.245414135931853,,2.40196655697724,2.683156073005815,2.6820486891051147,2.6820605380139138,2.6820605380139138,,,2.7114362395108453,2.6934698518873104,2.783341917986636,,,,,2.7245475680175533,2.71837909066842,1.9945363613097733,,2.4243631673686306,2.462067658639413,2.462074640997945,2.4627039128019543,2.4797358081036727,3.592585308497898,3.5435782229389114,3.5384059521242546,3.5431105666492764,3.4399078035867565,3.5437462630585457,3.5437462630585457,3.543746566712733,3.5708448211383654,2.6815285647405984,2.8218104206505417,2.5540868162488186,,2.4939208384366345,2.76779823732005,2.76779823732005,2.813945420587701,2.8138685022952203,,,4.760453655785074,4.760643110135606,4.750556673298664,,,,
0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.4539391704612368,0.35952002477457395,0.060479970497019364,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
