0,1,2,3,4,5,6,7,8
1.7628620111039728,,1.3521493640698732,,1.742591826098358,,2.6043718990190463,,
1.8749999999999976,,1.937499999999996,,1.7499999999999991,,2.3412853317898943,,
0.9562494307995252,,0.7224036532767104,,0.5249999999999998,,0.8624999437287241,,
1.874874383632413,,1.9373789082824715,,1.7499052519039031,,2.8747413225562988,,
0.0,,0.0,,0.0,,,,1.270965236101488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,0.0,,0.0,,,,1.4999877597421205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.706847365672585,,1.7000363950581294,,1.2314868261651908,,2.448073316865619,,3.104515903277262
1.8749999999960727,,1.749999999999771,,1.7499999999997835,,2.8199126600125264,,3.0651610720077698
0.530514916115039,,0.15742008195602009,,0.5249999999863275,0.0,0.0,0.0,0.0
1.8749999843657341,,1.7499999932576948,,1.7499999937640025,,2.874972055823404,,3.437499941891069
1.6439966820033831,,1.6578280376150731,,1.1425143262041968,1.5379621848055498,1.2419857756462118,1.5382984250419265,1.5324443325314734
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7499999999999991,,1.8749999999989109,,1.4999999999999991,1.7499999999999991,1.7499999999999991,1.7499999999999991,1.7499999999999991
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.291318980718426,,3.5989072656804177,,3.251969063680712,3.4729692600234845,2.6856846687456883,3.1216190433076387,2.816202072849473
1.8586427636131595,,2.3878683386682424,,2.231878243895008,2.4325800350450764,2.4409970622456254,2.44150605947984,2.0435438577912994
2.0435066470796417,,1.5158263676389965,,2.2479625430525707,1.887383707128146,1.1178689853239858,1.895351614291762,1.3256248691926762
3.7187499965244863,,3.718749990332703,,3.437499995197121,3.7187499965244863,3.7187499965244863,3.7187499965244863,3.7187499965244863
1.2432021537066908,,1.8551662566439373,,1.7675271902935117,1.4896829108808696,1.8309726890969693,1.3945190879212277,1.8276902449555816
1.9374999999999936,,1.874999999999997,,1.875,1.9374999999999951,1.9374999999999951,1.9374999999999951,1.9374999999999951
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.185997760639453,,1.406420585063093,1.2890985899304261,,,1.0509441828351185,,
1.7499999999999991,,1.875,1.875,,,1.4999999999999991,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3967765271294454,,1.2783996776125477,1.6816992711803964,,1.568017540648701,1.369738467666426,1.6726405648239444,1.3267706539775912
1.7499999999999991,,1.4999999999999991,1.8749999999996976,,1.7499999999999991,1.7499999999999991,1.7499999999999991,1.7499999999999991
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3116065673608372,,1.4759390730966115,1.4100616954594982,,,1.5673764434352444,0.9366506857485084,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4999999999999991,,1.7499999999999991,1.7499999999999991,,,1.7499999999999991,0.9999999999999996,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.974165618511853,,3.3498268473118165,3.1040913441449733,,,,2.799719232518948,
3.183834467785083,,3.1104308853857465,3.567009511563355,,,,2.7563631136340407,
1.8985575361635896,,2.23283214549004,2.4416716798576426,,,,1.463904688466246,
3.4374999956207057,,3.4374999879059787,3.718749996052217,,,,2.8749999943949733,
1.4675745582233453,,1.5463462208845429,1.9102298040766201,,1.7634006627450745,1.7709542370460611,1.7551307192242314,1.329417393527416
1.8749999999999998,,1.7499999999999991,1.937499999999994,,1.8749999999999998,1.8749999999999998,1.8749999999999998,1.8749999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1349769895824842,1.7818168235023375,,,1.490833736168769,1.3539872161830766,1.8897035122975168,1.6503538388467016,1.6569420370769536
1.9375,1.875,,,1.875,1.9375,1.9375,1.9375,1.9375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,,,0.0,,,,1.2244023260245982
0.0,0.0,,,0.0,,,,1.4999939872602412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6727429724920675,1.8021149745240173,,,1.1612114273058158,0.9506087587377674,1.3208622852348748,1.7257129436218497,1.6311064451707744
1.7499999999999991,1.874999999999608,,,1.4999999999999991,1.7499999999999991,1.7499999999999991,1.7499999999999991,1.7499999999999991
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.39848748800412,1.242242208432115,,,1.7405913832989324,1.233050283690704,,,2.7360757549980854
0.5624999306940803,0.1450208961611319,,,0.5249999999999915,0.0,0.0,0.0,0.0
1.8749999999896387,1.7499999999993987,,,1.7499999999994633,2.5864378943267665,,,3.1013036626909973
1.874999967599993,1.7499999838952542,,,1.7499999783738187,2.874877572569891,,,3.4374998091807814
2.4131532735686743,2.976885105255993,,,3.2206570891350936,2.9873970548918014,2.9518372091949017,2.922728349422852,3.4560971010460566
2.389469762049909,1.9957562585230173,,,1.8230606214944842,1.9828504517451881,1.8907619612448463,1.2435480208595282,1.2481239500556534
2.794852011515337,2.821896793130011,,,2.3995431413405988,2.439696520987237,2.442571740719311,2.4426893423916267,2.4428399357425734
3.7187499893009472,3.718749995490759,,,3.4374999872435605,3.718749989300949,3.718749989300949,3.718749989300949,3.7187499893009472
1.499674946020392,1.4202519012285988,,,1.14762949392634,2.4448496945909057,,,
1.874999999999983,1.9374999999999631,,,1.7499999999999987,2.86609011849572,,,
0.5624999999999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.874977748308765,1.9374681459477845,,,1.7499762521446582,2.8749533743211497,,,
1.808453101295157,1.575187718577238,,1.913080370929628,,1.1171073607561453,1.6698260924121522,1.2755392754569412,1.7401111201904589
1.875,1.7499999999999991,,1.9375,,1.875,1.875,1.875,1.875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
